,KM [mM],RIDS,MIDS
3271,5.023741,G1PP,glc__D_c
3272,0.90636086,G1PP,pi_c
3273,1.2223755,G1PP,g1p_c
3274,0.9728127,G1PP,h2o_c
3275,1.3174151,G1PP,glc__D_c
3276,0.5607154,G1PP,pi_c
3277,0.36007136,G1PP,g1p_c
3278,0.29517102,R5PPpp,pi_p
3279,1.8767108,R5PPpp,rib__D_p
3280,0.8963159,R5PPpp,h2o_p
3281,0.2903513,R5PPpp,r5p_p
3282,0.2225369,R5PPpp,pi_p
3283,0.40888846,R5PPpp,rib__D_p
3284,0.1396916,R5PPpp,h2o_p
3285,0.23549318,R5PPpp,r5p_p
3286,0.027032588,ACALD,coa_c
3287,0.04405103,ACALD,nad_c
3288,0.026516775,ACALD,accoa_c
3289,2.7834425,ACALD,acald_c
3290,7.5094595,ACALD,h_c
3291,0.035145324,ACALD,nadh_c
3292,0.039707847,ACALD,coa_c
3293,0.07609045,ACALD,nad_c
3294,0.05680944,ACALD,accoa_c
3295,1.3478458,ACALD,acald_c
3296,0.56953377,ACALD,h_c
3297,0.07248119,ACALD,nadh_c
3298,0.093593106,DOGULNR,nad_c
3299,0.42767897,DOGULNR,23doguln_c
3300,5.517812,DOGULNR,h_c
3301,0.05601399,DOGULNR,nadh_c
3302,3.0620751,ECOAH2,h2o_c
3303,0.042434238,ECOAH2,3hhcoa_c
3304,0.047370546,ECOAH2,hx2coa_c
3305,0.37129727,ALDD2y,h2o_c
3306,0.024120197,ALDD2y,nadph_c
3307,0.38219994,ALDD2y,ac_c
3308,0.307186,ALDD2y,acald_c
3309,0.04947035,ALDD2y,nadp_c
3310,0.25934103,ALDD2y,h_c
3311,2.6895068,ALDD2y,h2o_c
3312,0.026513398,ALDD2y,nadph_c
3313,3.0688014,ALDD2y,ac_c
3314,2.5986068,ALDD2y,acald_c
3315,0.048594203,ALDD2y,nadp_c
3316,2.7427204,ALDD2y,h_c
3317,1.8996994,ALDD2y,h2o_c
3318,0.020004125,ALDD2y,nadph_c
3319,8.160833,ALDD2y,ac_c
3320,10.2152405,ALDD2y,acald_c
3321,0.040241793,ALDD2y,nadp_c
3322,2.2283926,ALDD2y,h_c
3323,0.19226153,LPLIPAL1E141pp,h_p
3324,0.15861045,LPLIPAL1E141pp,h2o_p
3325,0.22945446,LPLIPAL1E141pp,g3pe_p
3326,0.80840945,NTD4,h2o_c
3327,0.43940073,NTD4,cytd_c
3328,0.55767035,NTD4,pi_c
3329,0.50175947,NTD4,cmp_c
3330,1.1898447,2DGULRGx,glcn_c
3331,0.079680674,2DGULRGx,nad_c
3332,1.0857453,2DGULRGx,h_c
3333,0.052288458,2DGULRGx,nadh_c
3334,0.14714119,ICYSDS,cys__L_c
3335,1.17091,ICYSDS,ala__L_c
3336,0.11562678,ADA,ins_c
3337,2.0066624,ADA,h2o_c
3338,0.09134929,ADA,adn_c
3339,2.620459,ADA,nh4_c
3340,1.2316177,ADA,h_c
3341,0.07207154,AACPS1,atp_c
3342,0.088175565,AACPS1,amp_c
3343,0.12525271,AACPS1,ppi_c
3344,0.29517102,PSP_Lpp,pi_p
3345,0.49900573,PSP_Lpp,ser__L_p
3346,0.54072607,PSP_Lpp,pser__L_p
3347,0.8963159,PSP_Lpp,h2o_p
3348,0.2225369,PSP_Lpp,pi_p
3349,0.5803527,PSP_Lpp,ser__L_p
3350,0.23875214,PSP_Lpp,pser__L_p
3351,0.1396916,PSP_Lpp,h2o_p
3352,0.82968515,RNDR4b,h2o_c
3353,0.4065857,RNDR4b,udp_c
3354,0.9346292,RNDR4b,h2o_c
3355,0.2372319,RNDR4b,udp_c
3356,0.28042662,MOAT,ckdo_c
3357,0.016778288,MOAT,kdolipid4_c
3358,0.019864263,MOAT,lipidA_c
3359,0.21632136,MOAT,cmp_c
3360,1.1813416,MOAT,h_c
3361,0.041147575,GLCATr,coa_c
3362,9.619277,GLCATr,glc__D_c
3363,0.0617603,GLCATr,accoa_c
3364,0.85256934,GLCATr,acglc__D_c
3365,0.79688346,SGDS,glu__L_c
3366,1.3626467,SGDS,h2o_c
3367,0.33776692,SGDS,succ_c
3368,0.77472746,42A12BOOXpp,nh4_p
3369,0.012410321,42A12BOOXpp,o2_p
3370,0.37443212,42A12BOOXpp,h2o_p
3371,0.030947698,42A12BOOXpp,dopa_p
3372,1.2121361,42A12BOOXpp,h2o2_p
3373,0.0239719,42A12BOOXpp,34dhpac_p
3374,0.706243,APH141,h2o_c
3375,0.6592721,APH141,pi_c
3376,0.83807296,APH141,h_c
3377,0.3156326,PGPP161pp,pi_p
3378,0.63603127,PGPP161pp,h2o_p
3379,0.07207154,2AGPGAT141,atp_c
3380,0.088175565,2AGPGAT141,amp_c
3381,0.12525271,2AGPGAT141,ppi_c
3382,0.0980455,AAMYL,malthx_c
3383,0.027338855,GDMANE,gdpddman_c
3384,0.018935021,MSAR,nadph_c
3385,0.81876004,MSAR,3hpp_c
3386,0.026579633,MSAR,nadp_c
3387,0.13796762,MSAR,msa_c
3388,2.220971,MSAR,h_c
3389,0.036774237,NDPK4,adp_c
3390,0.028196003,NDPK4,atp_c
3391,0.21493642,NDPK4,dtdp_c
3392,0.19300354,NDPK4,dttp_c
3393,0.7352815,TPI,g3p_c
3394,0.80642444,TPI,dhap_c
3395,0.3156326,PGPP181pp,pi_p
3396,0.63603127,PGPP181pp,h2o_p
3397,0.05234106,ULA4NFT,udpLa4n_c
3398,0.791859,ULA4NFT,h_c
3399,0.06121431,ULA4NFT,udpLa4fn_c
3400,0.02787972,EAR180y,nadph_c
3401,0.03933085,EAR180y,nadp_c
3402,2.8962915,EAR180y,h_c
3403,0.8264794,LACZpp,h2o_p
3404,4.346352,LACZpp,glc__D_p
3405,3.2733045,LACZpp,gal_p
3406,0.40249816,LACZpp,lcts_p
3407,91.73957,ARABDI,arab__D_c
3408,4.8837085,ARABDI,rbl__D_c
3409,0.834506,GLUPRT,glu__L_c
3410,0.21383438,GLUPRT,h2o_c
3411,0.5924556,GLUPRT,gln__L_c
3412,0.4613831,GLUPRT,prpp_c
3413,0.38500658,GLUPRT,pram_c
3414,0.39758447,GLUPRT,ppi_c
3415,0.3940915,IMPD,xmp_c
3416,4.4889016,IMPD,h2o_c
3417,0.14278647,IMPD,nad_c
3418,0.09660241,IMPD,imp_c
3419,5.0489907,IMPD,h_c
3420,0.07601546,IMPD,nadh_c
3421,0.94034624,CYNTAH,cynt_c
3422,2.6176207,CYNTAH,nh4_c
3423,0.49087667,CYNTAH,co2_c
3424,1.5891168,CYNTAH,h_c
3425,0.84494495,CYNTAH,hco3_c
3426,1.4922705,PLIPA1A160pp,h2o_p
3427,0.07685082,PLIPA1A160pp,hdca_p
3428,0.075475015,PLIPA1A160pp,pa160_p
3429,1.9925832,4PCP,h2o_c
3430,1.2722074,4PCP,ala__D_c
3431,0.041318044,PFL,coa_c
3432,1.0661639,PFL,for_c
3433,0.043438192,PFL,accoa_c
3434,1.058048,PFL,pyr_c
3435,0.037743513,PFL,coa_c
3436,0.8805977,PFL,for_c
3437,0.042411473,PFL,accoa_c
3438,1.0425307,PFL,pyr_c
3439,1.5568103,MLTG2,h2o_c
3440,2.0931678,MLTG2,glc__D_c
3441,0.28174406,MLTG2,maltttr_c
3442,0.27871332,MLTG2,malttr_c
3443,0.49808186,MCTP1Bpp,alaala_p
3444,0.9284253,MCTP1Bpp,alaala_p
3445,2.1196992,AGDC,h2o_c
3446,5.3634276,AGDC,ac_c
3447,0.6889829,AGDC,gam6p_c
3448,0.36697268,AGDC,acgam6p_c
3449,0.027288323,ACACT2r,coa_c
3450,0.041633055,ACACT2r,btcoa_c
3451,0.04231188,ACACT2r,accoa_c
3452,0.037963036,ACACT2r,3ohcoa_c
3453,0.036492914,ACACT2r,coa_c
3454,0.046092674,ACACT2r,btcoa_c
3455,0.0464266,ACACT2r,accoa_c
3456,0.041235995,ACACT2r,3ohcoa_c
3457,1.5747565,DHDPS,h2o_c
3458,0.25097397,DHDPS,23dhdp_c
3459,0.7852835,DHDPS,aspsa_c
3460,0.8587144,DHDPS,pyr_c
3461,1.7490919,DHDPS,h_c
3462,1.4720187,PLIPA2E181pp,h_p
3463,0.07939938,PLIPA2E181pp,ocdcea_p
3464,1.4922705,PLIPA2E181pp,h2o_p
3465,0.06822248,LDH_D,nad_c
3466,0.580469,LDH_D,lac__D_c
3467,0.39960322,LDH_D,pyr_c
3468,2.627151,LDH_D,h_c
3469,0.037345495,LDH_D,nadh_c
3470,0.7922981,ANS,glu__L_c
3471,0.45755178,ANS,gln__L_c
3472,0.04138389,ANS,chor_c
3473,0.04042088,ANS,anth_c
3474,0.7967259,ANS,pyr_c
3475,0.79631037,ANS,h_c
3476,0.076642245,FRUK,adp_c
3477,0.06914866,FRUK,atp_c
3478,0.30048388,FRUK,fdp_c
3479,0.25748038,FRUK,f1p_c
3480,1.1641335,FRUK,h_c
3481,0.74475074,UGLT,gal1p_c
3482,0.2543505,UGLT,udpg_c
3483,0.3459988,UGLT,udpgal_c
3484,0.80375767,UGLT,g1p_c
3485,1.1039183,OXCOAHDH,h2o_c
3486,0.038822472,OXCOAHDH,nadph_c
3487,0.04046973,OXCOAHDH,2oxpaccoa_c
3488,0.05709118,OXCOAHDH,nadp_c
3489,1.3276616,OXCOAHDH,h_c
3490,0.029122354,ACOAD7f,fadh2_c
3491,0.05128899,ACOAD7f,fad_c
3492,0.022565331,ACOAD7f,pmtcoa_c
3493,0.021691997,ACOAD7f,hdd2coa_c
3494,0.13971,3OAS140,co2_c
3495,0.25239566,3OAS140,h_c
3496,0.5848023,3OAS140,co2_c
3497,1.7360464,3OAS140,h_c
3498,1.4720187,PLIPA1G180pp,h_p
3499,0.07651522,PLIPA1G180pp,ocdca_p
3500,1.4922705,PLIPA1G180pp,h2o_p
3501,1.9687747,5DGLCNR,glcn_c
3502,0.014363796,5DGLCNR,nadph_c
3503,0.23898411,5DGLCNR,5dglcn_c
3504,0.02744958,5DGLCNR,nadp_c
3505,2.2453916,5DGLCNR,h_c
3506,1.4720187,PLIPA2G120pp,h_p
3507,1.4922705,PLIPA2G120pp,h2o_p
3508,1.4720187,PLIPA2E141pp,h_p
3509,1.4922705,PLIPA2E141pp,h2o_p
3510,0.3155077,PUNP4,2dr1p_c
3511,0.22403973,PUNP4,gua_c
3512,0.0906916,PUNP4,dgsn_c
3513,0.2795807,PUNP4,pi_c
3514,1.4720187,PLIPA2E161pp,h_p
3515,1.4922705,PLIPA2E161pp,h2o_p
3516,0.051707942,MOADSUx,nad_c
3517,0.06361425,MOADSUx,amp_c
3518,0.026183598,MOADSUx,nadh_c
3519,0.63603127,PGPP161,h2o_c
3520,0.3156326,PGPP161,pi_c
3521,0.017428836,MPTG,uaagmda_c
3522,0.026065342,MPTG,udcpdp_c
3523,0.317093,MPTG,h_c
3524,0.060903747,MPTG,uaagmda_c
3525,0.06661866,MPTG,udcpdp_c
3526,1.612394,MPTG,h_c
3527,0.05247882,MPTG,uaagmda_c
3528,0.07752874,MPTG,udcpdp_c
3529,0.6026611,MPTG,h_c
3530,0.3156326,PAPA161pp,pi_p
3531,0.63603127,PAPA161pp,h2o_p
3532,0.026676383,TDPADGAT,coa_c
3533,0.083054565,TDPADGAT,dtdp4addg_c
3534,0.040496532,TDPADGAT,accoa_c
3535,0.18081772,TDPADGAT,h_c
3536,0.031538483,TDPADGAT,dtdp4aaddg_c
3537,0.02164886,DHNPA2r,6hmhpt_c
3538,0.037200276,DHNPA2r,dhnpt_c
3539,2.2342198,DHNPA2r,gcald_c
3540,2.8027928,ACM6PH,h2o_c
3541,1.1822543,ACM6PH,lac__D_c
3542,0.256589,ACM6PH,acmum6p_c
3543,0.3487963,ACM6PH,acgam6p_c
3544,1.793925,FBP,h2o_c
3545,1.0630848,FBP,f6p_c
3546,0.40250206,FBP,fdp_c
3547,0.90636086,FBP,pi_c
3548,4.800986,BGLA1,h2o_c
3549,11.768711,BGLA1,glc__D_c
3550,1.8528631,BGLA1,g6p_c
3551,1.2411792,BGLA1,h2o_c
3552,3.1638422,BGLA1,glc__D_c
3553,0.98536706,BGLA1,g6p_c
3554,1.1453673,BGLA1,h2o_c
3555,6.974116,BGLA1,glc__D_c
3556,1.2036736,BGLA1,g6p_c
3557,0.19226153,LPLIPAL1A180pp,h_p
3558,0.047677908,LPLIPAL1A180pp,ocdca_p
3559,0.027732795,LPLIPAL1A180pp,1odecg3p_p
3560,0.15861045,LPLIPAL1A180pp,h2o_p
3561,0.24858019,LPLIPAL1A180pp,glyc3p_p
3562,0.13247025,HXPRT,prpp_c
3563,0.061196484,HXPRT,imp_c
3564,0.17763509,HXPRT,ppi_c
3565,0.034918677,HXPRT,hxan_c
3566,0.07215679,GLYCL,nad_c
3567,0.6780761,GLYCL,gly_c
3568,0.66382563,GLYCL,nh4_c
3569,0.025951432,GLYCL,mlthf_c
3570,0.55578756,GLYCL,co2_c
3571,0.02634238,GLYCL,nadh_c
3572,0.9532128,DCTPD,h2o_c
3573,1.173761,DCTPD,nh4_c
3574,0.036083918,DCTPD,dctp_c
3575,0.967021,DCTPD,h_c
3576,3.8199806,TRPS1,h2o_c
3577,0.50783104,TRPS1,g3p_c
3578,1.6007761,TRPS1,ser__L_c
3579,0.12889072,TRPS1,trp__L_c
3580,0.062408756,TRPS1,3ig3p_c
3581,1.3667953,TRPS1,h2o_c
3582,0.22718605,TRPS1,g3p_c
3583,1.2160032,TRPS1,ser__L_c
3584,0.099370256,TRPS1,trp__L_c
3585,0.05647366,TRPS1,3ig3p_c
3586,0.63603127,PAPA120,h2o_c
3587,0.3156326,PAPA120,pi_c
3588,2.1804965,SQGH,h2o_c
3589,3.9256365,SQGH,glyc_c
3590,0.19226153,LPLIPAL1G161pp,h_p
3591,0.13963133,LPLIPAL1G161pp,g3pg_p
3592,0.15861045,LPLIPAL1G161pp,h2o_p
3593,0.05769274,EAR60x,nad_c
3594,2.8962915,EAR60x,h_c
3595,0.053822614,EAR60x,nadh_c
3596,0.038846392,FRD2,succ_c
3597,0.014452711,FRD2,mql8_c
3598,0.014336381,FRD2,mqn8_c
3599,0.037548438,FRD2,fum_c
3600,0.063256934,RIBabcpp,adp_c
3601,0.0738676,RIBabcpp,atp_c
3602,1.3991596,RIBabcpp,h2o_c
3603,2.5129545,RIBabcpp,rib__D_c
3604,2.5129545,RIBabcpp,rib__D_p
3605,0.45457092,RIBabcpp,pi_c
3606,1.489532,RIBabcpp,h_c
3607,1.4720187,PLIPA1G140pp,h_p
3608,0.06611723,PLIPA1G140pp,pg140_p
3609,1.4922705,PLIPA1G140pp,h2o_p
3610,1.8758756,2DDARAA,pyr_c
3611,8.588383,2DDARAA,gcald_c
3612,3.8966172,2DDARAA,pyr_c
3613,24.850729,2DDARAA,gcald_c
3614,1.2665827,NTD5,h2o_c
3615,0.39663205,NTD5,dtmp_c
3616,0.49223658,NTD5,pi_c
3617,0.18765037,NTD5,thymd_c
3618,0.26928413,NADK,adp_c
3619,0.25227422,NADK,atp_c
3620,0.52444434,NADK,nad_c
3621,0.23260005,NADK,nadp_c
3622,4.22359,NADK,h_c
3623,0.040189248,NTD12,din_c
3624,1.4207124,NTD12,h2o_c
3625,0.04731238,NTD12,dimp_c
3626,0.47468966,NTD12,pi_c
3627,0.027288323,ACACT5r,coa_c
3628,0.04231188,ACACT5r,accoa_c
3629,0.043509793,ACACT5r,3oddcoa_c
3630,0.036492914,ACACT5r,coa_c
3631,0.0464266,ACACT5r,accoa_c
3632,0.04777725,ACACT5r,3oddcoa_c
3633,2.235274,MC6PH,gam_c
3634,4.800986,MC6PH,h2o_c
3635,1.4734097,MC6PH,acgam6p_c
3636,3.0620751,ECOAH1,h2o_c
3637,0.043856498,ECOAH1,3hbcoa_c
3638,0.040532872,ECOAH1,b2coa_c
3639,0.6016156,AM3PA,h2o_c
3640,0.29517102,NTD4pp,pi_p
3641,0.20715967,NTD4pp,cmp_p
3642,0.26120678,NTD4pp,cytd_p
3643,0.8963159,NTD4pp,h2o_p
3644,0.2225369,NTD4pp,pi_p
3645,0.1622618,NTD4pp,cmp_p
3646,0.17524792,NTD4pp,cytd_p
3647,0.1396916,NTD4pp,h2o_p
3648,0.05769274,EAR120x,nad_c
3649,2.8962915,EAR120x,h_c
3650,0.053822614,EAR120x,nadh_c
3651,0.037963036,ACACT3r,3oocoa_c
3652,0.027288323,ACACT3r,coa_c
3653,0.04231188,ACACT3r,accoa_c
3654,0.041685954,ACACT3r,3oocoa_c
3655,0.036492914,ACACT3r,coa_c
3656,0.0464266,ACACT3r,accoa_c
3657,0.4190288,DCYTD,h2o_c
3658,0.09327483,DCYTD,dcyt_c
3659,0.15539484,DCYTD,duri_c
3660,1.1421379,DCYTD,nh4_c
3661,0.3452716,DCYTD,h_c
3662,0.3156326,PGPP141pp,pi_p
3663,0.63603127,PGPP141pp,h2o_p
3664,0.69209266,IGPDH,h2o_c
3665,0.20698762,IGPDH,eig3p_c
3666,0.046663687,IGPDH,imacp_c
3667,0.02787972,EAR40y,nadph_c
3668,0.03933085,EAR40y,nadp_c
3669,2.8962915,EAR40y,h_c
3670,0.6544801,SCYSDS,cys__L_c
3671,2.3246095,SCYSDS,ala__L_c
3672,0.13459012,SCYSDS,cys__L_c
3673,0.99412525,SCYSDS,ala__L_c
3674,1.2408925,AGM3PH,h2o_c
3675,0.37107015,AGM3PH,acgam_c
3676,1.4720187,PLIPA2G141pp,h_p
3677,1.4922705,PLIPA2G141pp,h2o_p
3678,0.45350394,TGBPA,g3p_c
3679,0.6376272,TGBPA,dhap_c
3680,0.3199303,TGBPA,tagdp__D_c
3681,0.45504007,TGBPA,g3p_c
3682,0.5866995,TGBPA,dhap_c
3683,0.28925744,TGBPA,tagdp__D_c
3684,0.0351866,PRMICI,prlp_c
3685,0.050914805,PRMICI,prfp_c
3686,0.118988626,INSH,ins_c
3687,1.886814,INSH,h2o_c
3688,2.3092906,INSH,rib__D_c
3689,0.06635895,INSH,hxan_c
3690,0.030305726,ME2,nadph_c
3691,0.5667878,ME2,mal__L_c
3692,3.163388,ME2,co2_c
3693,0.06382182,ME2,nadp_c
3694,1.2838435,ME2,pyr_c
3695,0.16484438,DAGK120,adp_c
3696,0.17512988,DAGK120,atp_c
3697,1.3713927,DAGK120,h_c
3698,0.3436691,MDDEP1pp,h2o_p
3699,0.52987796,MDDEP1pp,h2o_p
3700,0.533907,MDDEP1pp,h2o_p
3701,0.31402934,MDDEP1pp,h2o_p
3702,0.07609045,ALCD19,nad_c
3703,1.3337525,ALCD19,glyc_c
3704,0.693485,ALCD19,glyald_c
3705,0.56953377,ALCD19,h_c
3706,0.07248119,ALCD19,nadh_c
3707,0.07207154,2AGPGAT140,atp_c
3708,0.088175565,2AGPGAT140,amp_c
3709,0.010338885,2AGPGAT140,pg140_c
3710,0.12525271,2AGPGAT140,ppi_c
3711,0.2707219,CFAS160E,amet_c
3712,0.23333888,CFAS160E,ahcys_c
3713,1.7067915,CFAS160E,h_c
3714,0.7552891,DAPDC,co2_c
3715,0.32073897,DAPDC,26dap__M_c
3716,0.5725312,DAPDC,h_c
3717,0.6356453,DAPDC,lys__L_c
3718,0.2658061,RU5PP,h2o_c
3719,0.14239272,RU5PP,ru5p__D_c
3720,0.26860246,RU5PP,rbl__D_c
3721,0.24191956,RU5PP,pi_c
3722,1.5568103,MLTG5,h2o_c
3723,2.0931678,MLTG5,glc__D_c
3724,0.16228919,MLTG5,malthx_c
3725,0.093835115,MLTG5,malthp_c
3726,4.5947275,XYLI1,xylu__D_c
3727,25.80278,XYLI1,xyl__D_c
3728,0.037123963,MTHFR2,nad_c
3729,0.012535239,MTHFR2,mlthf_c
3730,0.021001756,MTHFR2,5mthf_c
3731,0.94253033,MTHFR2,h_c
3732,0.026232414,MTHFR2,nadh_c
3733,0.4190288,CYTD,h2o_c
3734,1.1421379,CYTD,nh4_c
3735,0.32997814,CYTD,cytd_c
3736,0.3452716,CYTD,h_c
3737,0.3288647,CYTD,uri_c
3738,0.19226153,LPLIPAL1E161pp,h_p
3739,0.15861045,LPLIPAL1E161pp,h2o_p
3740,0.22945446,LPLIPAL1E161pp,g3pe_p
3741,0.3436691,MDDCP5pp,h2o_p
3742,0.74561614,MDDCP5pp,ala__D_p
3743,0.9530668,MDDCP5pp,h2o_p
3744,2.35809,MDDCP5pp,ala__D_p
3745,0.5267553,MDDCP5pp,h2o_p
3746,1.4351085,MDDCP5pp,ala__D_p
3747,0.25982186,MDDCP5pp,h2o_p
3748,1.1655238,MDDCP5pp,ala__D_p
3749,1.4720187,PLIPA2A120pp,h_p
3750,1.4922705,PLIPA2A120pp,h2o_p
3751,0.034629464,PLIPA2A120pp,1ddecg3p_p
3752,0.02787972,EAR181y,nadph_c
3753,0.03933085,EAR181y,nadp_c
3754,2.8962915,EAR181y,h_c
3755,8.159871,GALS3,melib_c
3756,5.0901403,GALS3,h2o_c
3757,15.762814,GALS3,glc__D_c
3758,11.558368,GALS3,gal_c
3759,0.056461263,DHPPD,nad_c
3760,0.06812572,DHPPD,cechddd_c
3761,0.074986316,DHPPD,dhpppn_c
3762,1.9143361,DHPPD,h_c
3763,0.047626253,DHPPD,nadh_c
3764,0.8233552,RHMND,h2o_c
3765,1.2665827,NTD1,h2o_c
3766,0.18759623,NTD1,duri_c
3767,0.49223658,NTD1,pi_c
3768,0.36413524,NTD1,dump_c
3769,0.14127664,ACMUMptspp,acmum6p_c
3770,0.22998519,ACMUMptspp,pep_c
3771,0.34424442,ACMUMptspp,pyr_c
3772,0.20188767,ACMUMptspp,acmum_p
3773,0.10463282,ACMUMptspp,acmum6p_c
3774,0.28161547,ACMUMptspp,pep_c
3775,0.8989802,ACMUMptspp,pyr_c
3776,0.20906124,ACMUMptspp,acmum_p
3777,0.20683628,ACMUMptspp,acmum6p_c
3778,0.41103584,ACMUMptspp,pep_c
3779,1.5066444,ACMUMptspp,pyr_c
3780,0.52945876,ACMUMptspp,acmum_p
3781,0.0837965,ACMUMptspp,acmum6p_c
3782,0.25156155,ACMUMptspp,pep_c
3783,0.6509823,ACMUMptspp,pyr_c
3784,0.15284601,ACMUMptspp,acmum_p
3785,0.5862875,TKT2,f6p_c
3786,0.28006497,TKT2,g3p_c
3787,0.2705257,TKT2,e4p_c
3788,0.33048055,TKT2,xu5p__D_c
3789,0.51162523,TKT2,f6p_c
3790,0.26141217,TKT2,g3p_c
3791,0.2649927,TKT2,e4p_c
3792,0.26860562,TKT2,xu5p__D_c
3793,0.057120338,ECOAH5,3hddcoa_c
3794,3.0620751,ECOAH5,h2o_c
3795,0.046607055,ECOAH5,dd2coa_c
3796,1.8898597,FTHFD,h2o_c
3797,1.1048162,FTHFD,for_c
3798,1.8753395,FTHFD,h_c
3799,0.0070091938,DPR,nadph_c
3800,0.23973633,DPR,pant__R_c
3801,0.012395379,DPR,nadp_c
3802,0.40298527,DPR,h_c
3803,0.09994995,DPR,2dhp_c
3804,0.043544106,DPR,nadph_c
3805,1.3618144,DPR,pant__R_c
3806,0.07352478,DPR,nadp_c
3807,4.059542,DPR,h_c
3808,1.2388875,DPR,2dhp_c
3809,1.4720187,PLIPA2E180pp,h_p
3810,0.07651522,PLIPA2E180pp,ocdca_p
3811,0.08161948,PLIPA2E180pp,pe180_p
3812,0.07888263,PLIPA2E180pp,1agpe180_p
3813,1.4922705,PLIPA2E180pp,h2o_p
3814,0.030535638,3OAR141,nadph_c
3815,0.043614704,3OAR141,nadp_c
3816,1.9801781,3OAR141,h_c
3817,0.13971,3OAS120,co2_c
3818,0.25239566,3OAS120,h_c
3819,0.5848023,3OAS120,co2_c
3820,1.7360464,3OAS120,h_c
3821,0.043941375,OBTFL,ppcoa_c
3822,1.0661639,OBTFL,for_c
3823,1.3955158,OBTFL,2obut_c
3824,0.041318044,OBTFL,coa_c
3825,0.04270472,OBTFL,ppcoa_c
3826,0.8805977,OBTFL,for_c
3827,1.3634914,OBTFL,2obut_c
3828,0.037743513,OBTFL,coa_c
3829,0.72227657,HPYRI,2h3oppan_c
3830,0.8371782,HPYRI,hpyr_c
3831,0.028187878,CRNBTCT,crncoa_c
3832,0.8174573,CRNBTCT,gbbtn_c
3833,1.0857383,CRNBTCT,crn_c
3834,0.025945548,CRNBTCT,bbtcoa_c
3835,0.13971,OPMEACPS,co2_c
3836,0.25239566,OPMEACPS,h_c
3837,0.056292463,ARHGDx,nad_c
3838,0.15163486,ARHGDx,akg_c
3839,0.68438596,ARHGDx,h_c
3840,0.039824426,ARHGDx,nadh_c
3841,0.4224924,RPI,ru5p__D_c
3842,1.1819396,RPI,r5p_c
3843,0.62853855,RPI,ru5p__D_c
3844,1.1673782,RPI,r5p_c
3845,1.00659,PMDPHT,h2o_c
3846,0.0666845,PMDPHT,4r5au_c
3847,0.06357459,PMDPHT,5aprbu_c
3848,0.5620157,PMDPHT,pi_c
3849,0.7461537,PMDPHT,h2o_c
3850,0.040537447,PMDPHT,4r5au_c
3851,0.054186117,PMDPHT,5aprbu_c
3852,0.33467293,PMDPHT,pi_c
3853,0.02787972,EAR140y,nadph_c
3854,0.03933085,EAR140y,nadp_c
3855,2.8962915,EAR140y,h_c
3856,0.3436691,MDDEP2pp,h2o_p
3857,0.52987796,MDDEP2pp,h2o_p
3858,0.533907,MDDEP2pp,h2o_p
3859,0.31402934,MDDEP2pp,h2o_p
3860,0.377433,MANptspp,man6p_c
3861,0.22998519,MANptspp,pep_c
3862,0.3755265,MANptspp,man_p
3863,0.34424442,MANptspp,pyr_c
3864,0.59902453,MANptspp,man6p_c
3865,0.41103584,MANptspp,pep_c
3866,3.7586164,MANptspp,man_p
3867,1.5066444,MANptspp,pyr_c
3868,0.46448123,MANptspp,man6p_c
3869,0.15658863,MANptspp,pep_c
3870,2.3681118,MANptspp,man_p
3871,0.72086227,MANptspp,pyr_c
3872,0.16484438,DAGK161,adp_c
3873,0.17512988,DAGK161,atp_c
3874,1.3713927,DAGK161,h_c
3875,1.0933276,NTPP10,h2o_c
3876,0.040692396,NTPP10,dimp_c
3877,0.3701658,NTPP10,ppi_c
3878,1.1971525,NTPP10,h_c
3879,0.080046766,PUNP2,dad_2_c
3880,0.3155077,PUNP2,2dr1p_c
3881,0.07555812,PUNP2,ade_c
3882,0.2795807,PUNP2,pi_c
3883,0.63603127,PGPP181,h2o_c
3884,0.3156326,PGPP181,pi_c
3885,0.2619961,IPDDI,ipdp_c
3886,0.35378107,IPDDI,dmpp_c
3887,0.034811456,THZPSN3,atp_c
3888,0.74307996,THZPSN3,dhgly_c
3889,0.015794668,THZPSN3,nadph_c
3890,0.8776894,THZPSN3,h2o_c
3891,0.06361425,THZPSN3,amp_c
3892,0.53977615,THZPSN3,co2_c
3893,0.027330332,THZPSN3,nadp_c
3894,0.94595516,THZPSN3,h_c
3895,0.053505488,THZPSN3,4mpetz_c
3896,0.17695142,THZPSN3,ppi_c
3897,0.14287688,THZPSN3,dxyl5p_c
3898,0.031062856,THZPSN3,atp_c
3899,0.27345476,THZPSN3,dhgly_c
3900,0.01547516,THZPSN3,nadph_c
3901,0.21955511,THZPSN3,h2o_c
3902,0.032792505,THZPSN3,amp_c
3903,0.27074766,THZPSN3,co2_c
3904,0.028302375,THZPSN3,nadp_c
3905,0.22001328,THZPSN3,h_c
3906,0.023640933,THZPSN3,4mpetz_c
3907,0.14355251,THZPSN3,ppi_c
3908,0.10876402,THZPSN3,dxyl5p_c
3909,0.064014465,THZPSN3,atp_c
3910,1.4386253,THZPSN3,dhgly_c
3911,0.032254893,THZPSN3,nadph_c
3912,2.430785,THZPSN3,h2o_c
3913,0.056366403,THZPSN3,amp_c
3914,1.0742447,THZPSN3,co2_c
3915,0.05305127,THZPSN3,nadp_c
3916,3.0200036,THZPSN3,h_c
3917,0.028720656,THZPSN3,4mpetz_c
